,driverid,Total Miles,model,Model Miles,truckid,event,latitude,longitude,city,state,velocity,event_ind,idling_ind,COUNTY,County,TOTAL_CRASHES,ROAD_MILES,Danger,event_weight
3558,A45,638204,Caterpillar,12340709,A45,normal,34.500831,-117.185876,Apple Valley,California,24,0,0,,,,,1.0,0.0
3559,A45,638204,Caterpillar,12340709,A45,unsafe tail distance,39.409608,-123.355566,Willits,California,28,1,0,,,,,1.0,1.0
3560,A45,638204,Caterpillar,12340709,A45,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1,,,,,1.0,0.0
3561,A45,638204,Caterpillar,12340709,A45,normal,38.440467,-122.714431,Santa Rosa,California,42,0,0,,,,,1.0,0.0
3562,A45,638204,Caterpillar,12340709,A45,normal,37.957702,-121.29078,Stockton,California,56,0,0,,,,,1.0,0.0
3563,A45,638204,Caterpillar,12340709,A45,normal,37.957702,-121.29078,Stockton,California,44,0,0,,,,,1.0,0.0
3564,A45,638204,Caterpillar,12340709,A45,normal,39.150171,-123.207783,Ukiah,California,50,0,0,,,,,1.0,0.0
3565,A45,638204,Caterpillar,12340709,A45,normal,33.743076,-117.109197,Homeland,California,16,0,0,,,,,1.0,0.0
3566,A45,638204,Caterpillar,12340709,A45,normal,34.500831,-117.185876,Apple Valley,California,60,0,0,,,,,1.0,0.0
3567,A45,638204,Caterpillar,12340709,A45,normal,33.743076,-117.109197,Homeland,California,0,0,1,,,,,1.0,0.0
3568,A45,638204,Caterpillar,12340709,A45,normal,39.150171,-123.207783,Ukiah,California,0,0,1,,,,,1.0,0.0
3569,A45,638204,Caterpillar,12340709,A45,normal,38.440467,-122.714431,Santa Rosa,California,68,0,0,,,,,1.0,0.0
3570,A45,638204,Caterpillar,12340709,A45,normal,33.846404,-118.046731,La Palma,California,0,0,1,,,,,1.0,0.0
3571,A45,638204,Caterpillar,12340709,A45,normal,39.409608,-123.355566,Willits,California,60,0,0,,,,,1.0,0.0
3572,A45,638204,Caterpillar,12340709,A45,normal,39.150171,-123.207783,Ukiah,California,60,0,0,,,,,1.0,0.0
3573,A45,638204,Caterpillar,12340709,A45,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1,,,,,1.0,0.0
3574,A45,638204,Caterpillar,12340709,A45,normal,38.161861,-121.611621,Isleton,California,0,0,1,,,,,1.0,0.0
3575,A45,638204,Caterpillar,12340709,A45,normal,37.957702,-121.29078,Stockton,California,61,0,0,,,,,1.0,0.0
3576,A45,638204,Caterpillar,12340709,A45,normal,34.500831,-117.185876,Apple Valley,California,48,0,0,,,,,1.0,0.0
3577,A45,638204,Caterpillar,12340709,A45,normal,34.500831,-117.185876,Apple Valley,California,0,0,1,,,,,1.0,0.0
3578,A45,638204,Caterpillar,12340709,A45,normal,34.500831,-117.185876,Apple Valley,California,43,0,0,,,,,1.0,0.0
3579,A45,638204,Caterpillar,12340709,A45,normal,38.161861,-121.611621,Isleton,California,52,0,0,,,,,1.0,0.0
3580,A45,638204,Caterpillar,12340709,A45,normal,38.440467,-122.714431,Santa Rosa,California,31,0,0,,,,,1.0,0.0
3581,A45,638204,Caterpillar,12340709,A45,unsafe following distance,33.743076,-117.109197,Homeland,California,23,1,0,,,,,1.0,1.0
3582,A45,638204,Caterpillar,12340709,A45,normal,33.743076,-117.109197,Homeland,California,17,0,0,,,,,1.0,0.0
3583,A45,638204,Caterpillar,12340709,A45,normal,38.440467,-122.714431,Santa Rosa,California,40,0,0,,,,,1.0,0.0
3584,A45,638204,Caterpillar,12340709,A45,normal,40.58654,-122.391675,Redding,California,75,0,0,,,,,1.0,0.0
3585,A45,638204,Caterpillar,12340709,A45,normal,38.161861,-121.611621,Isleton,California,0,0,1,,,,,1.0,0.0
3586,A45,638204,Caterpillar,12340709,A45,normal,38.161861,-121.611621,Isleton,California,35,0,0,,,,,1.0,0.0
3587,A45,638204,Caterpillar,12340709,A45,normal,34.500831,-117.185876,Apple Valley,California,54,0,0,,,,,1.0,0.0
3588,A45,638204,Caterpillar,12340709,A45,normal,38.161861,-121.611621,Isleton,California,73,0,0,,,,,1.0,0.0
3589,A45,638204,Caterpillar,12340709,A45,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1,,,,,1.0,0.0
3590,A45,638204,Caterpillar,12340709,A45,normal,33.846404,-118.046731,La Palma,California,56,0,0,,,,,1.0,0.0
3591,A45,638204,Caterpillar,12340709,A45,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1,,,,,1.0,0.0
3592,A45,638204,Caterpillar,12340709,A45,lane departure,39.409608,-123.355566,Willits,California,45,1,0,,,,,1.0,1.0
3593,A45,638204,Caterpillar,12340709,A45,normal,38.161861,-121.611621,Isleton,California,23,0,0,,,,,1.0,0.0
3594,A45,638204,Caterpillar,12340709,A45,normal,38.440467,-122.714431,Santa Rosa,California,22,0,0,,,,,1.0,0.0
3595,A45,638204,Caterpillar,12340709,A45,normal,38.440467,-122.714431,Santa Rosa,California,69,0,0,,,,,1.0,0.0
3596,A45,638204,Caterpillar,12340709,A45,normal,40.58654,-122.391675,Redding,California,32,0,0,,,,,1.0,0.0
3597,A45,638204,Caterpillar,12340709,A45,normal,33.846404,-118.046731,La Palma,California,17,0,0,,,,,1.0,0.0
3598,A45,638204,Caterpillar,12340709,A45,normal,39.150171,-123.207783,Ukiah,California,60,0,0,,,,,1.0,0.0
3599,A45,638204,Caterpillar,12340709,A45,normal,33.743076,-117.109197,Homeland,California,56,0,0,,,,,1.0,0.0
3600,A46,640660,Volvo,5807613,A46,normal,34.500831,-117.185876,Apple Valley,California,68,0,0,,,,,1.0,0.0
3601,A46,640660,Volvo,5807613,A46,normal,32.715329,-117.157255,San Diego,California,0,0,1,SD,San Diego,9164.0,615.3,1.2978709572566227,0.0
3602,A46,640660,Volvo,5807613,A46,normal,36.746842,-119.772587,Fresno,California,0,0,1,FRE,Fresno,2885.0,518.2,1.1113469702817445,0.0
3603,A46,640660,Volvo,5807613,A46,normal,32.715329,-117.157255,San Diego,California,31,0,0,SD,San Diego,9164.0,615.3,1.2978709572566227,0.0
3604,A46,640660,Volvo,5807613,A46,normal,39.409608,-123.355566,Willits,California,57,0,0,,,,,1.0,0.0
3605,A46,640660,Volvo,5807613,A46,normal,39.409608,-123.355566,Willits,California,20,0,0,,,,,1.0,0.0
3606,A46,640660,Volvo,5807613,A46,normal,38.440467,-122.714431,Santa Rosa,California,29,0,0,,,,,1.0,0.0
3607,A46,640660,Volvo,5807613,A46,normal,36.977173,-121.899402,Aptos,California,46,0,0,,,,,1.0,0.0
3608,A46,640660,Volvo,5807613,A46,normal,39.409608,-123.355566,Willits,California,26,0,0,,,,,1.0,0.0
3609,A46,640660,Volvo,5807613,A46,normal,35.373292,-119.018712,Bakersfield,California,0,0,1,,,,,1.0,0.0
3610,A46,640660,Volvo,5807613,A46,normal,36.977173,-121.899402,Aptos,California,23,0,0,,,,,1.0,0.0
3611,A46,640660,Volvo,5807613,A46,normal,39.409608,-123.355566,Willits,California,37,0,0,,,,,1.0,0.0
3612,A46,640660,Volvo,5807613,A46,normal,39.230151,-121.136075,Rough and Ready,California,45,0,0,,,,,1.0,0.0
3613,A46,640660,Volvo,5807613,A46,normal,35.373292,-119.018712,Bakersfield,California,0,0,1,,,,,1.0,0.0
3614,A46,640660,Volvo,5807613,A46,normal,38.40765,-122.947713,Occidental,California,47,0,0,,,,,1.0,0.0
3615,A46,640660,Volvo,5807613,A46,normal,36.977173,-121.899402,Aptos,California,41,0,0,,,,,1.0,0.0
3616,A46,640660,Volvo,5807613,A46,normal,39.409608,-123.355566,Willits,California,75,0,0,,,,,1.0,0.0
3617,A46,640660,Volvo,5807613,A46,normal,37.484938,-119.966284,Mariposa,California,0,0,1,MPA,Mariposa,112.0,117.1,1.019128949615713,0.0
3618,A46,640660,Volvo,5807613,A46,normal,38.40765,-122.947713,Occidental,California,38,0,0,,,,,1.0,0.0
3619,A46,640660,Volvo,5807613,A46,normal,36.977173,-121.899402,Aptos,California,45,0,0,,,,,1.0,0.0
3620,A46,640660,Volvo,5807613,A46,normal,39.230151,-121.136075,Rough and Ready,California,60,0,0,,,,,1.0,0.0
3621,A46,640660,Volvo,5807613,A46,normal,36.977173,-121.899402,Aptos,California,16,0,0,,,,,1.0,0.0
3622,A46,640660,Volvo,5807613,A46,normal,37.484938,-119.966284,Mariposa,California,47,0,0,MPA,Mariposa,112.0,117.1,1.019128949615713,0.0
3623,A46,640660,Volvo,5807613,A46,normal,38.440467,-122.714431,Santa Rosa,California,22,0,0,,,,,1.0,0.0
3624,A46,640660,Volvo,5807613,A46,normal,34.136119,-117.865339,Glendora,California,46,0,0,,,,,1.0,0.0
3625,A46,640660,Volvo,5807613,A46,normal,32.715329,-117.157255,San Diego,California,59,0,0,SD,San Diego,9164.0,615.3,1.2978709572566227,0.0
3626,A46,640660,Volvo,5807613,A46,normal,35.373292,-119.018712,Bakersfield,California,40,0,0,,,,,1.0,0.0
3627,A46,640660,Volvo,5807613,A46,normal,39.230151,-121.136075,Rough and Ready,California,41,0,0,,,,,1.0,0.0
3628,A46,640660,Volvo,5807613,A46,normal,38.440467,-122.714431,Santa Rosa,California,51,0,0,,,,,1.0,0.0
3629,A46,640660,Volvo,5807613,A46,normal,36.746842,-119.772587,Fresno,California,32,0,0,FRE,Fresno,2885.0,518.2,1.1113469702817445,0.0
3630,A46,640660,Volvo,5807613,A46,normal,36.977173,-121.899402,Aptos,California,47,0,0,,,,,1.0,0.0
3631,A46,640660,Volvo,5807613,A46,normal,36.746842,-119.772587,Fresno,California,60,0,0,FRE,Fresno,2885.0,518.2,1.1113469702817445,0.0
3632,A46,640660,Volvo,5807613,A46,normal,36.977173,-121.899402,Aptos,California,75,0,0,,,,,1.0,0.0
3633,A46,640660,Volvo,5807613,A46,normal,39.230151,-121.136075,Rough and Ready,California,0,0,1,,,,,1.0,0.0
3634,A46,640660,Volvo,5807613,A46,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1,,,,,1.0,0.0
3635,A46,640660,Volvo,5807613,A46,normal,34.136119,-117.865339,Glendora,California,28,0,0,,,,,1.0,0.0
3636,A46,640660,Volvo,5807613,A46,normal,38.440467,-122.714431,Santa Rosa,California,33,0,0,,,,,1.0,0.0
3637,A46,640660,Volvo,5807613,A46,normal,36.977173,-121.899402,Aptos,California,47,0,0,,,,,1.0,0.0
3638,A46,640660,Volvo,5807613,A46,normal,38.440467,-122.714431,Santa Rosa,California,38,0,0,,,,,1.0,0.0
3639,A46,640660,Volvo,5807613,A46,normal,38.440467,-122.714431,Santa Rosa,California,58,0,0,,,,,1.0,0.0
3640,A46,640660,Volvo,5807613,A46,normal,36.746842,-119.772587,Fresno,California,48,0,0,FRE,Fresno,2885.0,518.2,1.1113469702817445,0.0
3641,A46,640660,Volvo,5807613,A46,normal,39.409608,-123.355566,Willits,California,0,0,1,,,,,1.0,0.0
3642,A46,640660,Volvo,5807613,A46,normal,38.40765,-122.947713,Occidental,California,0,0,1,,,,,1.0,0.0
3643,A46,640660,Volvo,5807613,A46,normal,34.500831,-117.185876,Apple Valley,California,0,0,1,,,,,1.0,0.0
3644,A46,640660,Volvo,5807613,A46,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1,,,,,1.0,0.0
3645,A46,640660,Volvo,5807613,A46,normal,35.373292,-119.018712,Bakersfield,California,15,0,0,,,,,1.0,0.0
3646,A46,640660,Volvo,5807613,A46,normal,39.230151,-121.136075,Rough and Ready,California,39,0,0,,,,,1.0,0.0
3647,A46,640660,Volvo,5807613,A46,normal,35.373292,-119.018712,Bakersfield,California,19,0,0,,,,,1.0,0.0
3648,A46,640660,Volvo,5807613,A46,normal,38.440467,-122.714431,Santa Rosa,California,16,0,0,,,,,1.0,0.0
3649,A46,640660,Volvo,5807613,A46,normal,35.373292,-119.018712,Bakersfield,California,41,0,0,,,,,1.0,0.0
3650,A46,640660,Volvo,5807613,A46,normal,39.230151,-121.136075,Rough and Ready,California,55,0,0,,,,,1.0,0.0
3651,A46,640660,Volvo,5807613,A46,normal,32.715329,-117.157255,San Diego,California,49,0,0,SD,San Diego,9164.0,615.3,1.2978709572566227,0.0
3652,A46,640660,Volvo,5807613,A46,normal,32.715329,-117.157255,San Diego,California,15,0,0,SD,San Diego,9164.0,615.3,1.2978709572566227,0.0
3653,A46,640660,Volvo,5807613,A46,normal,35.373292,-119.018712,Bakersfield,California,31,0,0,,,,,1.0,0.0
3654,A46,640660,Volvo,5807613,A46,normal,35.373292,-119.018712,Bakersfield,California,0,0,1,,,,,1.0,0.0
3655,A46,640660,Volvo,5807613,A46,normal,35.373292,-119.018712,Bakersfield,California,46,0,0,,,,,1.0,0.0
3656,A46,640660,Volvo,5807613,A46,normal,32.715329,-117.157255,San Diego,California,55,0,0,SD,San Diego,9164.0,615.3,1.2978709572566227,0.0
3657,A46,640660,Volvo,5807613,A46,normal,34.500831,-117.185876,Apple Valley,California,32,0,0,,,,,1.0,0.0
3658,A46,640660,Volvo,5807613,A46,normal,35.373292,-119.018712,Bakersfield,California,24,0,0,,,,,1.0,0.0
3659,A46,640660,Volvo,5807613,A46,normal,38.40765,-122.947713,Occidental,California,66,0,0,,,,,1.0,0.0
3660,A46,640660,Volvo,5807613,A46,normal,34.500831,-117.185876,Apple Valley,California,55,0,0,,,,,1.0,0.0
3661,A46,640660,Volvo,5807613,A46,normal,35.373292,-119.018712,Bakersfield,California,27,0,0,,,,,1.0,0.0
3662,A46,640660,Volvo,5807613,A46,normal,32.715329,-117.157255,San Diego,California,0,0,1,SD,San Diego,9164.0,615.3,1.2978709572566227,0.0
3663,A46,640660,Volvo,5807613,A46,normal,37.962146,-122.345526,San Pablo,California,63,0,0,,,,,1.0,0.0
3664,A46,640660,Volvo,5807613,A46,normal,36.977173,-121.899402,Aptos,California,43,0,0,,,,,1.0,0.0
3665,A46,640660,Volvo,5807613,A46,normal,34.500831,-117.185876,Apple Valley,California,0,0,1,,,,,1.0,0.0
3666,A46,640660,Volvo,5807613,A46,normal,36.746842,-119.772587,Fresno,California,63,0,0,FRE,Fresno,2885.0,518.2,1.1113469702817445,0.0
3667,A46,640660,Volvo,5807613,A46,normal,36.977173,-121.899402,Aptos,California,0,0,1,,,,,1.0,0.0
3668,A46,640660,Volvo,5807613,A46,normal,38.40765,-122.947713,Occidental,California,0,0,1,,,,,1.0,0.0
3669,A46,640660,Volvo,5807613,A46,normal,36.746842,-119.772587,Fresno,California,18,0,0,FRE,Fresno,2885.0,518.2,1.1113469702817445,0.0
3670,A46,640660,Volvo,5807613,A46,lane departure,36.746842,-119.772587,Fresno,California,48,1,0,FRE,Fresno,2885.0,518.2,1.1113469702817445,0.899808994617121
3671,A46,640660,Volvo,5807613,A46,normal,37.962146,-122.345526,San Pablo,California,70,0,0,,,,,1.0,0.0
3672,A46,640660,Volvo,5807613,A46,normal,39.230151,-121.136075,Rough and Ready,California,0,0,1,,,,,1.0,0.0
3673,A46,640660,Volvo,5807613,A46,normal,38.440467,-122.714431,Santa Rosa,California,20,0,0,,,,,1.0,0.0
3674,A46,640660,Volvo,5807613,A46,normal,39.409608,-123.355566,Willits,California,40,0,0,,,,,1.0,0.0
3675,A46,640660,Volvo,5807613,A46,normal,36.977173,-121.899402,Aptos,California,60,0,0,,,,,1.0,0.0
3676,A46,640660,Volvo,5807613,A46,normal,38.40765,-122.947713,Occidental,California,22,0,0,,,,,1.0,0.0
3677,A46,640660,Volvo,5807613,A46,normal,35.373292,-119.018712,Bakersfield,California,0,0,1,,,,,1.0,0.0
3678,A46,640660,Volvo,5807613,A46,normal,36.977173,-121.899402,Aptos,California,0,0,1,,,,,1.0,0.0
3679,A46,640660,Volvo,5807613,A46,normal,38.40765,-122.947713,Occidental,California,55,0,0,,,,,1.0,0.0
3680,A47,623836,Peterbilt,10361566,A47,normal,36.852455,-121.401602,Hollister,California,37,0,0,,,,,1.0,0.0
3681,A47,623836,Peterbilt,10361566,A47,normal,37.639097,-120.996878,Modesto,California,34,0,0,,,,,1.0,0.0
3682,A47,623836,Peterbilt,10361566,A47,normal,38.693723,-119.779683,Markleeville,California,37,0,0,,,,,1.0,0.0
3683,A47,623836,Peterbilt,10361566,A47,normal,39.017396,-122.057748,Arbuckle,California,24,0,0,,,,,1.0,0.0
3684,A47,623836,Peterbilt,10361566,A47,normal,37.639097,-120.996878,Modesto,California,47,0,0,,,,,1.0,0.0
3685,A47,623836,Peterbilt,10361566,A47,normal,35.098865,-120.612393,Oceano,California,48,0,0,,,,,1.0,0.0
3686,A47,623836,Peterbilt,10361566,A47,normal,37.005782,-121.568275,Gilroy,California,0,0,1,,,,,1.0,0.0
3687,A47,623836,Peterbilt,10361566,A47,normal,37.005782,-121.568275,Gilroy,California,0,0,1,,,,,1.0,0.0
3688,A47,623836,Peterbilt,10361566,A47,normal,36.852455,-121.401602,Hollister,California,53,0,0,,,,,1.0,0.0
3689,A47,623836,Peterbilt,10361566,A47,normal,36.977173,-121.899402,Aptos,California,18,0,0,,,,,1.0,0.0
3690,A47,623836,Peterbilt,10361566,A47,normal,37.639097,-120.996878,Modesto,California,20,0,0,,,,,1.0,0.0
3691,A47,623836,Peterbilt,10361566,A47,normal,35.098865,-120.612393,Oceano,California,18,0,0,,,,,1.0,0.0
3692,A47,623836,Peterbilt,10361566,A47,normal,34.106676,-117.806726,San Dimas,California,41,0,0,,,,,1.0,0.0
3693,A47,623836,Peterbilt,10361566,A47,normal,38.440467,-122.714431,Santa Rosa,California,45,0,0,,,,,1.0,0.0
3694,A47,623836,Peterbilt,10361566,A47,normal,38.440467,-122.714431,Santa Rosa,California,33,0,0,,,,,1.0,0.0
3695,A47,623836,Peterbilt,10361566,A47,normal,36.852455,-121.401602,Hollister,California,70,0,0,,,,,1.0,0.0
3696,A47,623836,Peterbilt,10361566,A47,normal,37.639097,-120.996878,Modesto,California,43,0,0,,,,,1.0,0.0
3697,A47,623836,Peterbilt,10361566,A47,normal,37.639097,-120.996878,Modesto,California,66,0,0,,,,,1.0,0.0
3698,A47,623836,Peterbilt,10361566,A47,normal,34.106676,-117.806726,San Dimas,California,22,0,0,,,,,1.0,0.0
3699,A47,623836,Peterbilt,10361566,A47,normal,38.716687,-121.364422,Antelope,California,57,0,0,,,,,1.0,0.0
3700,A47,623836,Peterbilt,10361566,A47,normal,37.639097,-120.996878,Modesto,California,53,0,0,,,,,1.0,0.0
3701,A47,623836,Peterbilt,10361566,A47,normal,38.716687,-121.364422,Antelope,California,44,0,0,,,,,1.0,0.0
3702,A47,623836,Peterbilt,10361566,A47,normal,37.005782,-121.568275,Gilroy,California,44,0,0,,,,,1.0,0.0
3703,A47,623836,Peterbilt,10361566,A47,normal,38.440467,-122.714431,Santa Rosa,California,17,0,0,,,,,1.0,0.0
3704,A47,623836,Peterbilt,10361566,A47,normal,37.639097,-120.996878,Modesto,California,33,0,0,,,,,1.0,0.0
3705,A47,623836,Peterbilt,10361566,A47,normal,38.716687,-121.364422,Antelope,California,42,0,0,,,,,1.0,0.0
3706,A47,623836,Peterbilt,10361566,A47,normal,36.977173,-121.899402,Aptos,California,31,0,0,,,,,1.0,0.0
3707,A47,623836,Peterbilt,10361566,A47,normal,35.098865,-120.612393,Oceano,California,75,0,0,,,,,1.0,0.0
3708,A47,623836,Peterbilt,10361566,A47,normal,35.098865,-120.612393,Oceano,California,56,0,0,,,,,1.0,0.0
3709,A47,623836,Peterbilt,10361566,A47,normal,38.716687,-121.364422,Antelope,California,0,0,1,,,,,1.0,0.0
3710,A47,623836,Peterbilt,10361566,A47,normal,35.098865,-120.612393,Oceano,California,51,0,0,,,,,1.0,0.0
3711,A47,623836,Peterbilt,10361566,A47,normal,38.716687,-121.364422,Antelope,California,55,0,0,,,,,1.0,0.0
3712,A47,623836,Peterbilt,10361566,A47,normal,36.852455,-121.401602,Hollister,California,0,0,1,,,,,1.0,0.0
3713,A47,623836,Peterbilt,10361566,A47,normal,38.130197,-121.272447,Lodi,California,47,0,0,,,,,1.0,0.0
3714,A47,623836,Peterbilt,10361566,A47,normal,37.639097,-120.996878,Modesto,California,61,0,0,,,,,1.0,0.0
3715,A47,623836,Peterbilt,10361566,A47,normal,35.098865,-120.612393,Oceano,California,0,0,1,,,,,1.0,0.0
3716,A47,623836,Peterbilt,10361566,A47,normal,34.106676,-117.806726,San Dimas,California,56,0,0,,,,,1.0,0.0
3717,A47,623836,Peterbilt,10361566,A47,normal,38.693723,-119.779683,Markleeville,California,58,0,0,,,,,1.0,0.0
3718,A47,623836,Peterbilt,10361566,A47,normal,39.017396,-122.057748,Arbuckle,California,32,0,0,,,,,1.0,0.0
3719,A47,623836,Peterbilt,10361566,A47,normal,38.440467,-122.714431,Santa Rosa,California,54,0,0,,,,,1.0,0.0
3720,A47,623836,Peterbilt,10361566,A47,normal,36.977173,-121.899402,Aptos,California,73,0,0,,,,,1.0,0.0
3721,A47,623836,Peterbilt,10361566,A47,normal,39.017396,-122.057748,Arbuckle,California,18,0,0,,,,,1.0,0.0
3722,A47,623836,Peterbilt,10361566,A47,normal,34.106676,-117.806726,San Dimas,California,17,0,0,,,,,1.0,0.0
3723,A47,623836,Peterbilt,10361566,A47,normal,35.098865,-120.612393,Oceano,California,20,0,0,,,,,1.0,0.0
3724,A47,623836,Peterbilt,10361566,A47,normal,37.639097,-120.996878,Modesto,California,41,0,0,,,,,1.0,0.0
3725,A47,623836,Peterbilt,10361566,A47,unsafe tail distance,38.440467,-122.714431,Santa Rosa,California,15,1,0,,,,,1.0,1.0
3726,A47,623836,Peterbilt,10361566,A47,normal,36.977173,-121.899402,Aptos,California,17,0,0,,,,,1.0,0.0
3727,A47,623836,Peterbilt,10361566,A47,normal,39.017396,-122.057748,Arbuckle,California,62,0,0,,,,,1.0,0.0
3728,A47,623836,Peterbilt,10361566,A47,normal,38.297538,-122.286865,Napa,California,0,0,1,NAP,Napa,665.0,111.9,1.1188561215370867,0.0
3729,A47,623836,Peterbilt,10361566,A47,normal,38.440467,-122.714431,Santa Rosa,California,46,0,0,,,,,1.0,0.0
3730,A47,623836,Peterbilt,10361566,A47,normal,39.017396,-122.057748,Arbuckle,California,0,0,1,,,,,1.0,0.0
3731,A47,623836,Peterbilt,10361566,A47,normal,38.130197,-121.272447,Lodi,California,74,0,0,,,,,1.0,0.0
3732,A47,623836,Peterbilt,10361566,A47,normal,38.716687,-121.364422,Antelope,California,65,0,0,,,,,1.0,0.0
3733,A47,623836,Peterbilt,10361566,A47,normal,34.106676,-117.806726,San Dimas,California,60,0,0,,,,,1.0,0.0
3734,A47,623836,Peterbilt,10361566,A47,normal,37.639097,-120.996878,Modesto,California,0,0,1,,,,,1.0,0.0
3735,A47,623836,Peterbilt,10361566,A47,overspeed,38.440467,-122.714431,Santa Rosa,California,88,1,0,,,,,1.0,1.0
3736,A47,623836,Peterbilt,10361566,A47,normal,38.716687,-121.364422,Antelope,California,66,0,0,,,,,1.0,0.0
3737,A47,623836,Peterbilt,10361566,A47,normal,39.017396,-122.057748,Arbuckle,California,44,0,0,,,,,1.0,0.0
3738,A47,623836,Peterbilt,10361566,A47,normal,37.005782,-121.568275,Gilroy,California,17,0,0,,,,,1.0,0.0
3739,A47,623836,Peterbilt,10361566,A47,normal,38.716687,-121.364422,Antelope,California,42,0,0,,,,,1.0,0.0
3740,A47,623836,Peterbilt,10361566,A47,normal,36.852455,-121.401602,Hollister,California,70,0,0,,,,,1.0,0.0
3741,A47,623836,Peterbilt,10361566,A47,normal,39.017396,-122.057748,Arbuckle,California,41,0,0,,,,,1.0,0.0
3742,A47,623836,Peterbilt,10361566,A47,normal,36.977173,-121.899402,Aptos,California,0,0,1,,,,,1.0,0.0
3743,A47,623836,Peterbilt,10361566,A47,normal,36.852455,-121.401602,Hollister,California,45,0,0,,,,,1.0,0.0
3744,A47,623836,Peterbilt,10361566,A47,normal,34.106676,-117.806726,San Dimas,California,43,0,0,,,,,1.0,0.0
3745,A47,623836,Peterbilt,10361566,A47,normal,37.005782,-121.568275,Gilroy,California,63,0,0,,,,,1.0,0.0
3746,A47,623836,Peterbilt,10361566,A47,normal,39.017396,-122.057748,Arbuckle,California,45,0,0,,,,,1.0,0.0
3747,A47,623836,Peterbilt,10361566,A47,normal,38.716687,-121.364422,Antelope,California,71,0,0,,,,,1.0,0.0
3748,A47,623836,Peterbilt,10361566,A47,normal,39.017396,-122.057748,Arbuckle,California,42,0,0,,,,,1.0,0.0
3749,A47,623836,Peterbilt,10361566,A47,normal,37.005782,-121.568275,Gilroy,California,39,0,0,,,,,1.0,0.0
3750,A47,623836,Peterbilt,10361566,A47,normal,36.852455,-121.401602,Hollister,California,39,0,0,,,,,1.0,0.0
3751,A47,623836,Peterbilt,10361566,A47,normal,38.440467,-122.714431,Santa Rosa,California,34,0,0,,,,,1.0,0.0
3752,A47,623836,Peterbilt,10361566,A47,normal,38.297538,-122.286865,Napa,California,0,0,1,NAP,Napa,665.0,111.9,1.1188561215370867,0.0
3753,A47,623836,Peterbilt,10361566,A47,normal,39.017396,-122.057748,Arbuckle,California,0,0,1,,,,,1.0,0.0
3754,A47,623836,Peterbilt,10361566,A47,normal,39.017396,-122.057748,Arbuckle,California,0,0,1,,,,,1.0,0.0
3755,A47,623836,Peterbilt,10361566,A47,normal,34.106676,-117.806726,San Dimas,California,63,0,0,,,,,1.0,0.0
3756,A47,623836,Peterbilt,10361566,A47,normal,37.639097,-120.996878,Modesto,California,0,0,1,,,,,1.0,0.0
3757,A47,623836,Peterbilt,10361566,A47,normal,37.005782,-121.568275,Gilroy,California,35,0,0,,,,,1.0,0.0
3758,A47,623836,Peterbilt,10361566,A47,normal,37.639097,-120.996878,Modesto,California,70,0,0,,,,,1.0,0.0
3759,A47,623836,Peterbilt,10361566,A47,normal,39.017396,-122.057748,Arbuckle,California,0,0,1,,,,,1.0,0.0
3760,A48,631133,Peterbilt,10361566,A48,overspeed,38.752124,-121.288006,Roseville,California,77,1,0,,,,,1.0,1.0
3761,A48,631133,Peterbilt,10361566,A48,normal,37.957702,-121.29078,Stockton,California,0,0,1,,,,,1.0,0.0
3762,A48,631133,Peterbilt,10361566,A48,unsafe following distance,37.957702,-121.29078,Stockton,California,16,1,0,,,,,1.0,1.0
3763,A48,631133,Peterbilt,10361566,A48,normal,36.471865,-6.196595,San Fernando,California,47,0,0,,,,,1.0,0.0
3764,A48,631133,Peterbilt,10361566,A48,normal,32.811161,-115.380264,Holtville,California,64,0,0,,,,,1.0,0.0
3765,A48,631133,Peterbilt,10361566,A48,normal,36.471865,-6.196595,San Fernando,California,0,0,1,,,,,1.0,0.0
3766,A48,631133,Peterbilt,10361566,A48,normal,32.61768,-116.187424,Jacumba,California,45,0,0,,,,,1.0,0.0
3767,A48,631133,Peterbilt,10361566,A48,normal,39.017396,-122.057748,Arbuckle,California,23,0,0,,,,,1.0,0.0
3768,A48,631133,Peterbilt,10361566,A48,normal,37.957702,-121.29078,Stockton,California,0,0,1,,,,,1.0,0.0
3769,A48,631133,Peterbilt,10361566,A48,normal,37.957702,-121.29078,Stockton,California,49,0,0,,,,,1.0,0.0
3770,A48,631133,Peterbilt,10361566,A48,normal,32.61768,-116.187424,Jacumba,California,41,0,0,,,,,1.0,0.0
3771,A48,631133,Peterbilt,10361566,A48,normal,39.017396,-122.057748,Arbuckle,California,32,0,0,,,,,1.0,0.0
3772,A48,631133,Peterbilt,10361566,A48,normal,32.811161,-115.380264,Holtville,California,37,0,0,,,,,1.0,0.0
3773,A48,631133,Peterbilt,10361566,A48,normal,38.440467,-122.714431,Santa Rosa,California,33,0,0,,,,,1.0,0.0
3774,A48,631133,Peterbilt,10361566,A48,normal,32.811161,-115.380264,Holtville,California,23,0,0,,,,,1.0,0.0
